State_UT,District_ID,Empowerment_Dimension,Female_Literacy_Percent,Female_LFPR_Percent,Girls_Secondary_Edu_Percent,Women_Bank_Account_Percent,Women_Digital_Access_Percent,Empowerment_Score,Data_Timestamp,Women_Educated_Per_Year,Women_Economic_Contributors,Women_Economic_Growth_Contribution_Percent,Women_Lack_of_Education_Percent,RealTime_Empowerment_Index,Risk_Level,Future_Empowerment_Index
Uttar Pradesh,4042,Digital Inclusion,0.7291822955738936,0.22230557639409854,0.9119823964792959,0.40249999999999986,0.5300983825245956,0.399,2024-07-31 06:25:00,282556,229870,0.020000000000000004,0.8202115158636898,0.5194685952622248,Moderate Risk,0.5423257381193677
Maharashtra,6121,Economic,0.39384846211552893,0.06676669167291827,0.9483896779355871,0.6167500000000001,0.828580957145239,0.637,2024-07-31 09:08:00,364272,261730,0.88,0.8626825583347323,0.6567169067434294,Moderate Risk,0.6795740496005723
Bihar,4021,Safety,0.6221555388847211,0.06651662915728929,0.8901780356071214,0.46799999999999997,0.8982824745706185,0.915,2024-07-31 12:08:00,168251,220049,0.07999999999999999,0.8180292093335572,0.5490231267933297,Moderate Risk,0.5718802696504726
Maharashtra,7647,Economic,0.009752438109527306,0.083520880220055,0.45049009801960405,0.20799999999999996,0.5897948974487243,0.644,2024-07-31 15:13:00,141073,181504,0.14545454545454548,0.48044317609535014,0.28106514790682946,High Risk,0.3039222907639723
West Bengal,1617,Safety,0.4318579644911227,0.34333583395848954,0.3036607321464293,0.93825,0.7718859429714858,0.454,2024-07-31 16:36:00,96556,157883,0.1090909090909091,0.354876615746181,0.46470828548637394,Moderate Risk,0.4875654283435167
Rajasthan,8097,Digital Inclusion,0.33233308327081756,0.17729432358089514,0.4604920984196841,0.8492500000000001,0.05769551442387855,0.919,2024-07-31 18:21:00,548889,125739,0.45272727272727276,0.4225281181802921,0.39318863008612,High Risk,0.41604577294326284
Kerala,6732,Health,0.12203050762690681,0.4398599649912478,0.37407481496299266,0.55525,0.7948974487243622,0.482,2024-07-31 23:35:00,546740,300976,0.09636363636363637,0.32230988752727896,0.3863980371709178,High Risk,0.40925518002806066
Odisha,2269,Education,0.25506376594148517,0.07701925481370336,0.8089617923584718,0.2735000000000001,0.5589461397365348,0.499,2024-08-01 00:05:00,396063,165386,0.9872727272727272,0.7946953164344469,0.5364941423653385,Moderate Risk,0.5593512852224815
Karnataka,7583,Digital Inclusion,0.2143035758939733,0.20130032508127027,0.154630926185237,0.93675,0.16158079039519757,0.334,2024-08-01 01:27:00,581337,344315,0.7090909090909091,0.22796709753231503,0.37223194631127177,High Risk,0.39508908916841445
Tamil Nadu,2668,Health,0.7614403600900221,0.3210802700675168,0.1998399679935987,0.23275000000000023,0.6438219109554776,0.304,2024-08-01 04:00:00,137982,265685,0.629090909090909,0.25482625482625487,0.43469281043196845,Moderate Risk,0.4575499532891112
Odisha,9412,Economic,0.6326581645411351,0.5693923480870218,0.5983196639327866,0.5542500000000001,0.6833416708354177,0.839,2024-08-01 04:34:00,513890,297658,0.3145454545454546,0.5120026859157294,0.5520728554082207,Moderate Risk,0.5749299982653636
Maharashtra,7086,Education,0.7676919229807448,0.4391097774443611,0.675735147029406,0.28325,0.96048024012006,0.778,2024-08-01 05:18:00,441318,24616,0.7763636363636363,0.6055061272452578,0.6440195501690665,Moderate Risk,0.662522373009058
Kerala,2872,Education,0.387846961740435,0.3548387096774194,0.6709341868373677,0.5405000000000002,0.16558279139569787,0.849,2024-08-01 05:56:00,49826,133535,0.9236363636363637,0.5710928319623972,0.5163474064642403,Moderate Risk,0.5392045493213831
Rajasthan,9347,Safety,0.9407351837959488,0.05901475368842207,0.5717143428685738,0.69225,0.4233783558445888,0.354,2024-08-01 08:23:00,184805,17307,0.27636363636363637,0.5808292764814504,0.5063265070060886,Moderate Risk,0.5291836498632314
Odisha,4946,Health,0.6451612903225805,0.9819954988747186,0.4462892578515705,0.3267499999999999,0.5517758879439719,0.653,2024-08-01 09:25:00,399974,158737,0.7509090909090909,0.44921940574114494,0.5931572045204395,Moderate Risk,0.6128721332526228
Tamil Nadu,1805,Health,0.8367091772943236,0.8877219304826205,0.8877775555111023,0.5132500000000002,0.44005336001333994,0.616,2024-08-01 09:25:00,185767,112634,0.28181818181818175,0.8331374853113983,0.6686382414901381,Moderate Risk,0.6914953843472812
West Bengal,4140,Education,0.15003750937734428,0.0282570642660665,0.3372674534906981,0.21649999999999991,0.40620310155077544,0.801,2024-08-01 10:19:00,498205,42736,0.5418181818181818,0.3731744166526776,0.2933225324508205,High Risk,0.3161796753079633
Tamil Nadu,2094,Economic,0.5253813453363338,0.6609152288072018,0.9533906781356272,0.6010000000000004,0.7288644322161081,0.612,2024-08-01 10:45:00,252916,164157,0.6,0.9315091489004532,0.7144372619136748,Low Risk,0.7372944047708181
Telangana,1614,Education,0.05801450362590632,0.6476619154788696,0.04600920184036805,0.9907500000000002,0.2978155744538936,0.995,2024-08-01 12:03:00,336098,75676,0.19454545454545455,0.07235185496055074,0.3295926435578633,High Risk,0.35244978641500607
West Bengal,7402,Digital Inclusion,0.806201550387597,0.11052763190797704,0.5321064212842568,0.016000000000000014,0.4140403535100884,0.808,2024-08-01 16:55:00,540320,83291,0.14181818181818182,0.4493872754742321,0.3528687734831904,High Risk,0.37572591634033325
Kerala,9112,Safety,0.9864966241560387,0.7024256064016003,0.6225245049009804,0.5859999999999999,0.5624478906119726,0.58,2024-08-01 21:27:00,16736,327857,0.42727272727272725,0.5405405405405406,0.6325296991262658,Moderate Risk,0.6501730385325458
Rajasthan,7994,Digital Inclusion,0.8542135533883468,0.6019004751187796,0.02860572114422888,0.09975000000000023,0.7822244455561115,0.46,2024-08-01 21:41:00,290094,171451,0.14545454545454548,0.1688769514856472,0.38300367030680854,High Risk,0.4058608131639513
West Bengal,4383,Economic,0.9854963740935232,0.15553888472118027,0.9223844768953791,0.18225000000000025,0.8600967150241786,0.749,2024-08-02 00:48:00,388364,297161,0.7163636363636364,0.7847910021823066,0.6581315841828863,Moderate Risk,0.6759178164552402
Rajasthan,2591,Safety,0.9379844961240309,0.506626656664166,0.9245849169833966,0.7440000000000002,0.7643821910955476,0.056,2024-08-02 01:17:00,306862,121425,0.8745454545454545,0.9172402215880476,0.8099091338572348,Low Risk,0.8327662767143778
Kerala,1235,Digital Inclusion,0.4283570892723181,0.9679919979994998,0.4674934986997399,0.9722500000000003,0.19009504752376194,0.048,2024-08-02 01:59:00,280210,80558,0.48363636363636364,0.47742152089978185,0.5696065025759236,Moderate Risk,0.591321931433138
Maharashtra,6304,Health,0.8009502375593898,0.3535883970992748,0.6835367073414684,0.129,0.9346339836584957,0.011,2024-08-02 02:11:00,308020,377006,0.1690909090909091,0.6175927480275306,0.5269132832538669,Moderate Risk,0.5491084284455104
Uttar Pradesh,9274,Health,0.34133533383345815,0.9647411852963239,0.22904580916183237,0.6030000000000002,0.9341337335334333,0.958,2024-08-02 05:28:00,367431,379659,0.18909090909090912,0.27580997146214536,0.5053081346254432,Moderate Risk,0.5268974319354779
Rajasthan,6741,Safety,0.547136784196049,0.6186546636659165,0.6241248249649931,0.9637500000000001,0.46473236618309155,0.666,2024-08-02 08:03:00,351888,49235,0.07636363636363638,0.5994628168541213,0.5563178703182582,Moderate Risk,0.5791750131754012
Odisha,6696,Health,0.6904226056514129,0.5896474118529631,0.923984796959392,0.5835000000000004,0.09404702351175576,0.969,2024-08-02 10:38:00,509857,353558,0.9090909090909091,0.8074534161490683,0.6568780233165002,Moderate Risk,0.6797351661736434
Tamil Nadu,1234,Health,0.27781945486371606,0.32783195798949727,0.5939187837567514,0.5105,0.7073536768384191,0.919,2024-08-02 12:09:00,132163,6187,0.7272727272727273,0.5066308544569414,0.521618207882579,Moderate Risk,0.5444753507397219
Uttar Pradesh,4619,Digital Inclusion,0.150787696924231,0.8257064266066516,0.9527905581116223,0.4780000000000002,0.7503751875937968,0.032,2024-08-02 13:06:00,509761,159429,0.9618181818181818,0.9647473560517039,0.7263179153008839,Low Risk,0.7491750581580271
Odisha,5730,Digital Inclusion,0.19529882470617643,0.6044011002750688,0.6329265853170636,0.677,0.8222444555611138,0.793,2024-08-02 13:36:00,206149,22133,0.8690909090909091,0.6543562195736109,0.6364740135034204,Moderate Risk,0.6593311563605634
Odisha,4955,Digital Inclusion,0.41335333833458376,0.9302325581395348,0.7069413882776556,0.3187500000000001,0.8559279639819909,0.382,2024-08-02 17:21:00,454269,27269,0.3236363636363636,0.6795366795366796,0.6040540417009727,Moderate Risk,0.6269111845581156
Odisha,3986,Health,0.3805951487871968,0.20855213803450856,0.16443288657731547,0.4275,0.6493246623311654,0.936,2024-08-02 18:44:00,484697,372083,0.44727272727272727,0.20261876783615917,0.35432804726272465,High Risk,0.3771851901198674
Tamil Nadu,5940,Health,0.4803700925231307,0.5056264066016504,0.7151430286057212,0.9984999999999999,0.4377188594297149,0.957,2024-08-02 20:04:00,346554,233037,0.029090909090909098,0.7609535000839349,0.5610575423335802,Moderate Risk,0.5839146851907231
Kerala,9720,Economic,0.18329582395598898,0.4261065266316578,0.24744948989797955,0.8640000000000003,0.2106053026513256,0.76,2024-08-02 23:06:00,344345,75157,0.5854545454545454,0.33909686083599133,0.4080012213467841,Moderate Risk,0.430858364203927
Tamil Nadu,4591,Digital Inclusion,0.47011752938234563,0.51487871967992,0.1348269653930787,0.7927499999999998,0.39736534934133727,0.463,2024-08-02 23:19:00,578689,291780,0.1818181818181818,0.14000335739466185,0.37596572900136077,High Risk,0.39882287185850346
Rajasthan,9299,Safety,0.31457864466116536,0.4281070267566891,0.4764952990598119,0.4152500000000001,0.21243955310988827,0.974,2024-08-03 00:51:00,302677,39813,0.1781818181818182,0.4817861339600471,0.35811978224706,High Risk,0.3809769251042029
Karnataka,4239,Health,0.3920980245061265,0.7106776694173542,0.04080816163232648,0.12150000000000016,0.06569951642487915,0.879,2024-08-03 01:42:00,126538,167156,0.5418181818181818,0.051200268591573006,0.274828831770063,High Risk,0.29768597462720586
Bihar,3551,Education,0.2218054513628407,0.8834708677169292,0.7265453090618124,0.8767499999999999,0.12973153243288305,0.968,2024-08-03 02:18:00,265366,126849,0.24545454545454545,0.6442840355883834,0.5325773916596278,Moderate Risk,0.5554345345167707
Kerala,1760,Education,0.2243060765191296,0.7254313578394598,0.7933586717343468,0.524,0.3391695847923961,0.028,2024-08-03 03:11:00,307333,104842,0.37636363636363634,0.7157965418834984,0.5283465527332096,Moderate Risk,0.5512036955903526
Telangana,2019,Digital Inclusion,0.4921230307576894,0.3420855213803451,0.2650530106021205,0.3440000000000003,0.6148074037018508,0.896,2024-08-03 04:39:00,372081,244996,0.7618181818181818,0.30065469195903993,0.44579169145988967,Moderate Risk,0.46864883431703247
Maharashtra,5939,Education,0.904726181545386,0.46986746686671665,0.7315463092618524,0.8522500000000002,0.730531932632983,0.742,2024-08-03 04:41:00,597924,203709,0.889090909090909,0.6311901964075877,0.7441718565436334,Low Risk,0.7670289994007765
West Bengal,5440,Safety,0.430857714428607,0.7619404851212803,0.4918983796759353,0.1592500000000001,0.026513256628314164,0.015,2024-08-03 07:45:00,317851,381962,0.20000000000000004,0.55867047171395,0.37559004393829815,High Risk,0.3984471867954411
Odisha,4117,Education,0.7099274818704675,0.7859464866216552,0.011602320464092819,0.9817499999999999,0.6549941637485409,0.573,2024-08-03 10:04:00,242113,181963,0.48363636363636364,0.05220748699009581,0.5257234719044593,Moderate Risk,0.548580614761602
West Bengal,3512,Education,0.10352588147036745,0.09277319329832456,0.8701740348069615,0.7017500000000001,0.8247457061864266,0.118,2024-08-03 13:44:00,511764,110923,0.5690909090909091,0.8739298304515696,0.5765699364720798,Moderate Risk,0.5994270793292228
Maharashtra,3514,Digital Inclusion,0.9632408102025507,0.07451862965741435,0.9499899979995998,0.5147500000000003,0.9633149908287478,0.852,2024-08-03 14:19:00,101385,124925,0.21818181818181817,0.8606681215376868,0.6492377669154026,Moderate Risk,0.6654440810537885
West Bengal,4084,Health,0.4988747186796696,0.7214303575893972,0.8479695939187839,0.9580000000000002,0.6599966649991661,0.786,2024-08-03 14:33:00,12399,327630,0.3727272727272727,0.8611717307369482,0.7028814769501768,Low Risk,0.7257386198073198
Maharashtra,9429,Safety,0.5211302825706425,0.0017504376094023555,0.6815363072614522,0.6520000000000001,0.4952476238119059,0.943,2024-08-03 16:54:00,549360,193817,0.5018181818181817,0.6263219741480611,0.4971149724599494,Moderate Risk,0.5199721153170923
Kerala,1482,Economic,0.011252813203300738,0.32258064516129026,0.8107621524304862,0.39375000000000004,0.5724528931132232,0.351,2024-08-03 19:01:00,105543,263648,0.5345454545454545,0.8113144200100721,0.4938083397805468,Moderate Risk,0.5166654826376897
Uttar Pradesh,3640,Safety,0.13128282070517616,0.9817454363590896,0.6707341468293659,0.46050000000000013,0.0010005002501249916,0.734,2024-08-03 21:24:00,65722,370455,0.9963636363636365,0.5719321806278329,0.5447941030193181,Moderate Risk,0.5645447549680197
Kerala,5785,Health,0.4066016504126031,0.6291572893223305,0.40928185637127434,0.621,0.19276304819076195,0.987,2024-08-03 21:40:00,237005,189990,0.2909090909090909,0.4962229310055397,0.43513369517308575,Moderate Risk,0.45799083803022866
Uttar Pradesh,6232,Digital Inclusion,0.5521380345086271,0.1740435108777194,0.3434686937387479,0.3274999999999999,0.5352676338169083,0.795,2024-08-03 22:45:00,293699,150661,0.7672727272727272,0.33976833976833987,0.4342084199975814,Moderate Risk,0.4570655628547242
Uttar Pradesh,2725,Safety,0.6389097274318578,0.11702925731432856,0.5029005801160233,0.73325,0.28797732199433046,0.911,2024-08-03 23:49:00,110440,193220,0.4163636363636364,0.46298472385428924,0.4513450352963523,Moderate Risk,0.4742021781534951
Kerala,1350,Digital Inclusion,0.9194798699674918,0.3978494623655914,0.15863172634526912,0.9670000000000005,0.6668334167083542,0.778,2024-08-04 01:51:00,502512,265585,0.78,0.20849420849420852,0.585469811982988,Moderate Risk,0.6083269548401306
Odisha,9522,Digital Inclusion,0.5918979744936235,0.716679169792448,0.9667933586717343,0.2642499999999999,0.02451225612806396,0.47,2024-08-04 02:01:00,360652,193409,0.6218181818181818,0.9397347658217223,0.5893836723893963,Moderate Risk,0.6122408152465394
Rajasthan,4643,Safety,0.10252563140785198,0.6609152288072018,0.3188637727545509,0.8805000000000001,0.6708354177088544,0.685,2024-08-04 04:51:00,437013,71836,0.26909090909090905,0.3070337418163507,0.4585378145122455,Moderate Risk,0.4813949573693884
Karnataka,8479,Economic,0.8977244311077768,0.7616904226056513,0.9463892778555711,0.8030000000000004,0.5194263798565949,0.46,2024-08-04 04:53:00,105280,82456,0.6072727272727272,0.87040456605674,0.7722725435364374,Low Risk,0.7951296863935804
Maharashtra,2156,Education,0.9722430607651913,0.8622155538884719,0.4680936187237448,0.8347500000000001,0.00683675170918796,0.512,2024-08-04 08:22:00,240861,378947,0.8345454545454545,0.4888366627497063,0.638217300340251,Moderate Risk,0.6578968630880808
Telangana,7755,Safety,0.15028757189297326,0.4593648412103024,0.0646129225845169,0.2772500000000002,0.011672502918125716,0.504,2024-08-04 08:57:00,432538,183360,0.14,0.16669464495551456,0.181411783365919,High Risk,0.2042689262230618
Telangana,2604,Health,0.247561890472618,0.18604651162790697,0.15123024604920987,0.7992500000000002,0.18676004669001167,0.782,2024-08-04 11:38:00,452178,359658,0.1690909090909091,0.2534832969615579,0.2847747001274591,High Risk,0.30763184298460183
Uttar Pradesh,4034,Health,0.17579394848712182,0.9347336834208553,0.9315863172634526,0.40075000000000016,0.9851592462898114,0.164,2024-08-04 14:16:00,243469,70412,0.8690909090909091,0.8858485815007554,0.7404232408647008,Low Risk,0.755400491394728
Uttar Pradesh,1958,Economic,0.013753438359589865,0.3528382095523881,0.23524704940988195,0.7885000000000004,0.5761213940303483,0.267,2024-08-04 15:24:00,82062,69947,0.2109090909090909,0.2262884002014438,0.3433796546375348,High Risk,0.3662367974946776
Tamil Nadu,7201,Health,0.14653663415853946,0.12178044511127784,0.7933586717343468,0.266,0.8916124729031182,0.553,2024-08-04 19:02:00,248379,139853,0.8872727272727272,0.7732079905992949,0.554252705968472,Moderate Risk,0.577109848825615
Karnataka,6337,Health,0.9182295573893473,0.6329082270567641,0.8589717943588717,0.0887500000000001,0.42637985659496414,0.862,2024-08-04 23:08:00,565584,254778,0.025454545454545452,0.8202115158636898,0.5387007852454546,Moderate Risk,0.5615579281025976
Odisha,7381,Safety,0.9397349337334333,0.4441110277569391,0.3856771354270856,0.4952500000000002,0.3133233283308321,0.732,2024-08-04 23:38:00,338751,25510,0.3400000000000001,0.4080913211347995,0.4751696780547271,Moderate Risk,0.4980268209118699
Tamil Nadu,4165,Economic,0.15903975993998487,0.6301575393848462,0.45909181836367274,0.20950000000000002,0.9963314990828745,0.957,2024-08-05 02:23:00,307887,390028,0.3163636363636364,0.43948296122209163,0.4585667449081581,Moderate Risk,0.4719479593248903
Karnataka,8417,Economic,0.4866216554138534,0.202050512628157,0.5245049009801961,0.21075000000000021,0.4513923628480907,0.101,2024-08-05 05:39:00,548259,260836,0.7490909090909091,0.5407084102736277,0.4521598216049763,Moderate Risk,0.4750169644621193
Telangana,5404,Health,0.6511627906976742,0.18029507376844212,0.42348469693938795,0.08175000000000021,0.35100883775220937,0.024,2024-08-05 07:45:00,295209,86728,0.056363636363636366,0.4096021487325836,0.3076667406077048,High Risk,0.3305238834648477
Bihar,5312,Safety,0.6309077269317327,0.23930982745686424,0.1714342868573715,0.11475000000000013,0.6604969151242287,0.622,2024-08-05 08:35:00,49613,112674,0.7236363636363637,0.2962900788987747,0.40526074270076223,Moderate Risk,0.42811788555790503
Tamil Nadu,3339,Education,0.3245811452863214,0.2530632658164541,0.16563312662532514,0.41849999999999987,0.502751375687844,0.795,2024-08-05 11:13:00,539356,69893,0.7236363636363637,0.1473896256504953,0.36222212895754335,High Risk,0.38507927181468615
Odisha,2323,Education,0.8552138034508623,0.12453113278319577,0.9405881176235247,0.4370000000000003,0.10188427547106893,0.808,2024-08-05 11:53:00,447033,331789,0.37090909090909097,0.7925130099043143,0.5175199185917225,Moderate Risk,0.5403770614488653
Karnataka,6399,Education,0.33783445861465355,0.13853463365841456,0.06581316263252657,0.6255000000000002,0.9961647490411872,0.732,2024-08-05 13:56:00,118364,31613,0.10181818181818184,0.06983380896424396,0.33364271353274405,High Risk,0.3470477493840028
Kerala,7200,Digital Inclusion,0.9777444361090271,0.5083770942735683,0.06621324264852979,0.022499999999999964,0.5305986326496582,0.474,2024-08-05 14:54:00,445304,324248,0.19090909090909094,0.09048178613396007,0.34097489753197635,High Risk,0.35986854951640085
West Bengal,4811,Economic,0.23755938984746194,0.17104276069017255,0.2716543308661732,0.11149999999999993,0.3678505919626479,0.967,2024-08-05 18:10:00,107900,198978,0.8727272727272727,0.29729729729729737,0.3328045204844322,High Risk,0.35566166334157506
Rajasthan,3515,Digital Inclusion,0.24456114028507137,0.8137034258564639,0.6783356671334266,0.9532500000000002,0.48691012172753034,0.456,2024-08-05 18:16:00,397426,307735,0.06181818181818183,0.6562027866375693,0.5563973319226062,Moderate Risk,0.5792544747797491
Bihar,2832,Health,0.46811702925731447,0.06226556639159786,0.5107021404280856,0.39225,0.24795731198932802,0.965,2024-08-05 20:39:00,588044,285592,0.3218181818181818,0.4910189692798389,0.3563041713091924,High Risk,0.37916131416633525
Rajasthan,1329,Economic,0.565891472868217,0.11602900725181298,0.17103420684136827,0.7152500000000002,0.37001834250458565,0.21,2024-08-05 20:53:00,508290,385971,0.7363636363636363,0.18314587879805277,0.4082475063753819,Moderate Risk,0.43110464923252456
Telangana,6341,Digital Inclusion,0.775443860965241,0.7476869217304325,0.8117623524704942,0.30500000000000016,0.6131399032849759,0.345,2024-08-05 23:40:00,14227,89329,0.28181818181818175,0.7982205808292765,0.6190102572998003,Moderate Risk,0.6418674001569432
Uttar Pradesh,5110,Digital Inclusion,0.10577644411102782,0.6276569142285571,0.17183436687337483,0.06425000000000014,0.028014007003501762,0.234,2024-08-06 00:10:00,553940,331492,0.15090909090909094,0.1458787980527112,0.18490280302546624,High Risk,0.20775994588260915
Maharashtra,9941,Education,0.14603650912728172,0.8192048012002999,0.9125825165033008,0.9497499999999999,0.3284975821243955,0.236,2024-08-06 01:03:00,437173,119715,0.26363636363636367,0.884002014436797,0.6148156838612054,Moderate Risk,0.6376728267183486
Uttar Pradesh,6840,Safety,0.4218554638659664,0.6929232308077018,0.6567313462692539,0.7297500000000001,0.8182424545606136,0.838,2024-08-06 02:50:00,585254,107083,0.1818181818181818,0.5576632533154273,0.5798548472338778,Moderate Risk,0.6027119900910207
Karnataka,1229,Safety,0.8852213053263314,0.3130782695673918,0.13462692538507703,0.8355000000000001,0.031849257962314526,0.749,2024-08-06 02:58:00,154408,159195,0.6218181818181818,0.15091489004532488,0.4247155471578031,Moderate Risk,0.44757269001494576
West Bengal,2410,Digital Inclusion,0.9379844961240309,0.10952738184546135,0.951990398079616,0.236,0.19976654994163745,0.525,2024-08-06 04:03:00,150271,141763,0.8327272727272728,0.8625146886016452,0.5900729696170949,Moderate Risk,0.6129301124742378
Kerala,8386,Safety,0.6206551637909477,0.7129282320580144,0.1048209641928386,0.9695,0.06936801734200426,0.297,2024-08-06 04:08:00,507857,70171,0.44727272727272727,0.2482793352358571,0.4532606342703413,Moderate Risk,0.47611777712748415
Uttar Pradesh,6832,Digital Inclusion,0.9449862465616401,0.6739184796199049,0.8013602720544111,0.7487500000000002,0.5886276471569117,0.907,2024-08-06 05:41:00,449906,22987,0.24363636363636368,0.8307873090481787,0.6902951882967729,Moderate Risk,0.7131523311539159
West Bengal,4233,Economic,0.04976244061015245,0.29507376844211053,0.8685737147429486,0.9550000000000001,0.8440887110221776,0.258,2024-08-06 10:20:00,381788,26626,0.31818181818181823,0.892059761624979,0.6032486020891695,Moderate Risk,0.6261057449463124
Rajasthan,8026,Safety,0.3220805201300325,0.9974993748437109,0.7941588317663535,0.8649999999999998,0.7973986993496748,0.07,2024-08-06 11:33:00,325054,97585,0.6036363636363636,0.711096189357059,0.7272671398690278,Low Risk,0.7447672291770691
West Bengal,3577,Health,0.754188547136784,0.12603150787696915,0.757751550310062,0.8297500000000002,0.11355677838919453,0.524,2024-08-06 11:36:00,319715,105460,0.26,0.692294779251301,0.5047961661377587,Moderate Risk,0.5276533089949015
Telangana,4776,Health,0.47086771692923235,0.9867466866716679,0.8499699939987997,0.24575000000000014,0.6890111722527931,0.274,2024-08-06 12:45:00,218722,34607,0.9018181818181819,0.8351519221084439,0.711330810539874,Low Risk,0.7303669981582076
Karnataka,6760,Economic,0.9274818704676164,0.7759439859964992,0.8953790758151632,0.8182500000000004,0.6955144238786061,0.332,2024-08-06 13:34:00,193143,344235,0.27454545454545454,0.7837837837837838,0.7386997992124462,Low Risk,0.7615569420695891
Tamil Nadu,8411,Education,0.35033758439609897,0.3985996499124781,0.11282256451290262,0.54,0.24528931132232779,0.661,2024-08-06 13:50:00,278340,21985,0.9909090909090909,0.10172905825079748,0.39138389418624225,High Risk,0.41424103704338505
Odisha,8653,Safety,0.17304326081520371,0.43835958989747437,0.17903580716143241,0.8820000000000001,0.8330832082708021,0.497,2024-08-06 14:24:00,592242,323917,0.3145454545454546,0.3026691287560853,0.4461052070637789,Moderate Risk,0.46896234992092173
Odisha,6821,Economic,0.4138534633658415,0.06726681670417606,0.8233646729345869,0.6172499999999999,0.045856261464065406,0.024,2024-08-06 16:30:00,216652,271296,0.6945454545454546,0.7913379217727045,0.49335351296954694,Moderate Risk,0.5162106558266899
Uttar Pradesh,5429,Education,0.39434858714678667,0.014003500875218788,0.8895779155831167,0.6757500000000003,0.6721694180423544,0.803,2024-08-06 20:16:00,313214,168455,0.8581818181818182,0.8845056236360584,0.6269338376379077,Moderate Risk,0.6497909804950506
Kerala,1283,Digital Inclusion,0.35233808452113013,0.3293323330832708,0.7297459491898382,0.827,0.4827413706853426,0.424,2024-08-06 20:51:00,522310,9236,0.3018181818181819,0.7021990935034413,0.5321678589716007,Moderate Risk,0.5550250018287436
Odisha,3315,Economic,0.8217054263565893,0.5406351587896973,0.18583716743348677,0.7879999999999998,0.40220110055027514,0.846,2024-08-06 20:58:00,514192,338497,0.31272727272727274,0.2795031055900622,0.4758013187781976,Moderate Risk,0.4986584616353403
Kerala,8043,Economic,0.8659664916229057,0.6696674168542136,0.7955591118223644,0.5202500000000003,0.729531432382858,0.617,2024-08-06 21:14:00,550678,19798,0.46545454545454545,0.7706899446029881,0.6881598489628393,Moderate Risk,0.7110169918199823
Tamil Nadu,1691,Safety,0.22930732683170807,0.9559889972493121,0.15503100620124033,0.42800000000000016,0.7573786893446722,0.405,2024-08-06 21:21:00,452625,139220,0.1581818181818182,0.2959543394326004,0.42569173960590734,Moderate Risk,0.44854888246305025
Uttar Pradesh,1497,Digital Inclusion,0.784696174043511,0.022255563890972774,0.7131426285257054,0.548,0.7602134400533599,0.375,2024-08-07 00:43:00,371233,35500,0.3345454545454545,0.7458452241060937,0.5583854978807282,Moderate Risk,0.581242640737871
West Bengal,8926,Safety,0.1140285071267817,0.11277819454863719,0.1322264452890578,0.30925000000000025,0.7313656828414207,0.12,2024-08-07 00:56:00,421813,172506,0.6563636363636364,0.17122712774886695,0.31817708484548585,High Risk,0.3410342277026286
Maharashtra,3213,Health,0.10427606901725417,0.04676169042260564,0.8931786357271456,0.43799999999999994,0.7178589294647323,0.728,2024-08-07 01:56:00,416839,13334,0.6599999999999999,0.7747188181970791,0.5192563061184023,Moderate Risk,0.5421134489755454
Maharashtra,4918,Digital Inclusion,0.37934483620905235,0.8967241810452613,0.8601720344068815,0.51525,0.4222111055527764,0.21,2024-08-07 02:43:00,580913,68574,0.24000000000000002,0.8022494544233675,0.5879930873767627,Moderate Risk,0.6108502302339058
Rajasthan,9641,Economic,0.2568142035508878,0.18704676169042256,0.5717143428685738,0.4480000000000002,0.41187260296815065,0.642,2024-08-07 05:37:00,152097,126867,0.23454545454545458,0.4997481954003694,0.37282022300340845,High Risk,0.3956773658605513
Odisha,7132,Health,0.27081770442610664,0.5238809702425606,0.26125225045009004,0.8745000000000003,0.978822744705686,0.941,2024-08-07 11:07:00,237011,397011,0.08363636363636362,0.27413127413127425,0.4667201867988688,Moderate Risk,0.48260265184091355
Rajasthan,8434,Health,0.2128032008002001,0.6826706676669165,0.31506301260252045,0.89975,0.3990328497582124,0.708,2024-08-07 11:49:00,276594,154987,0.509090909090909,0.3881148228974317,0.4866464946880272,Moderate Risk,0.50950363754517
Telangana,2798,Safety,0.09927481870467614,0.9127281820455113,0.4506901380276056,0.51675,0.8559279639819909,0.508,2024-08-07 11:54:00,280769,125379,0.8636363636363636,0.40775558166862524,0.5866804354378248,Moderate Risk,0.6095375782949677
Uttar Pradesh,8934,Safety,0.5828957239309824,0.9387346836709176,0.04240848169633926,0.1787500000000002,0.87810571952643,0.992,2024-08-07 17:09:00,134037,158784,0.09454545454545454,0.18197079066644295,0.4139158362909382,Moderate Risk,0.43677297914808094
Odisha,1811,Safety,0.3958489622405601,0.30482620655163795,0.7497499499899982,0.5329999999999999,0.3506753376688343,0.421,2024-08-07 18:05:00,346338,125440,0.7836363636363636,0.6353869397347658,0.5361605371174514,Moderate Risk,0.5590176799745944
Rajasthan,5240,Safety,0.5086271567891971,0.5728932233058263,0.03760752150430091,0.26200000000000023,0.7688844422211104,0.74,2024-08-07 18:29:00,48793,153538,0.0490909090909091,0.05791505791505791,0.32243118726091463,High Risk,0.34528833011805726
Bihar,5571,Economic,0.048762190547636974,0.20305076269067268,0.7077415483096618,0.007500000000000062,0.4882441220610304,0.335,2024-08-07 21:15:00,328778,97600,0.4927272727272727,0.7186503273459796,0.380953746240322,High Risk,0.403810889097465
